TMP,Flux,Permeability,Resistance,Filtration volume,pH feed,pH permeate,EC feed,EC permeate,Turbidity feed,Turbidity permeate,DOC feed,DOC permeate,UV254 feed,UV254 permeate,SUVA feed,SUVA permeate,MP feed,MP permeate
0.14,41.7,298.1,1.21E+12,22.0,7.89,7.71,170,156,0.288,0.14,0.407,1.479,0.011,0.017,2.71,1.15,539.5,329.7
0.06,37.9,631.8,5.70E+11,104.3,7.68,7.65,176,166,0.683,0.414,0.536,1.631,0.012,0.018,2.24,1.1,542.1,347.3
0.09,38.5,427.3,8.43E+11,205.8,7.48,7.61,272,176,0.412,0.098,0.409,0.31,0.01,0.011,2.45,3.55,306,151.6
0.11,40.1,364.5,9.88E+11,314.7,7.64,7.57,174,158,0.309,0.097,0.78,1.159,0.012,0.011,1.54,0.95,367.4,346.4
0.11,42.3,384.3,9.37E+11,425.4,7.9,7.45,160,166,0.764,0.08,0.745,0.422,0.01,0.015,1.34,3.55,981,123.9
0.1,42.4,424.1,8.49E+11,536.4,7.92,7.49,154,162,0.972,0.069,0.511,0.739,0.011,0.011,2.15,1.49,375.3,374
0.1,42.3,422.7,8.52E+11,647.6,7.81,7.51,164,154,0.43,0.065,0.44,1.563,0.013,0.01,2.96,0.64,370.1,787.4
0.1,41.6,415.9,8.66E+11,757.3,7.69,7.34,163,166,0.545,0.07,0.912,1.163,0.014,0.011,1.54,0.95,345.5,116
0.06,40.5,675.0,5.33E+11,865.2,7.68,7.43,148,158,0.34,0.082,0.717,0.723,0.01,0.017,1.39,2.35,428,315.7
0.09,39.7,440.9,8.16E+11,969.8,7.71,7.58,172,176,0.157,0.086,0.386,0.562,0.012,0.014,3.11,2.49,339.4,380.6
0.1,39.1,391.4,9.20E+11,1078.5,7.45,7.5,162,166,0.481,0.158,0.136,0.438,0.014,0.015,1.05,3.42,299.5,704.5
0.07,39.7,566.9,6.35E+11,1185.0,7.61,7.46,170,150,0.274,0.09,0.213,0.207,0.012,0.015,5.64,7.24,224.7,375.3
0.08,43.4,542.0,6.64E+11,1297.3,7.68,7.74,166,160,0.313,0.123,1.809,0.616,0.023,0.016,1.27,2.6,354.3,264.7
0.07,42.8,611.7,5.89E+11,1409.0,7.34,7.45,180,180,0.226,0.115,0.487,0.62,0.016,0.017,3.29,2.74,288.4,313.5
0.07,39.1,559.1,6.44E+11,1512.5,7.68,7.5,198,184,0.256,0.126,0.695,0.319,0.017,0.012,2.45,3.77,281.9,185.8
0.1,41.5,414.5,8.68E+11,1617.7,7.47,7.36,142,178,0.169,0.056,0.659,0.434,0.015,0.015,2.28,3.45,318.7,243.7
0.07,40.8,582.5,6.18E+11,1727.7,7.76,7.53,246,220,0.2,0.101,0.802,0.51,0.019,0.016,2.37,3.14,277.9,239.7
0.07,40.2,447.0,8.05E+11,1837.3,7.71,7.69,222,192,0.241,0.112,0.663,0.458,0.017,0.013,2.56,2.84,284.5,322.7
0.09,40.4,504.5,7.14E+11,1947.7,7.53,7.58,148,178,0.256,0.1,0.329,0.292,0.015,0.012,4.56,4.1,202.9,209.5
0.09,42.0,466.7,7.71E+11,2051.7,7.45,7.25,184,186,0.266,0.093,0.466,0.638,0.012,0.018,2.58,2.82,77.8,176.5
0.13,40.9,314.7,1.14E+12,2162.5,7.54,7.43,138,170,0.186,0.072,0.408,0.442,0.014,0.013,3.43,2.94,204.2,164.7
0.11,42.3,384.3,9.37E+11,2270.6,7.45,7.36,152,152,0.208,0.08,1.112,1.254,0.012,0.013,1.08,1.04,372.7,222.6
0.1,43.0,429.5,8.38E+11,2381.4,7.54,7.38,174,182,0.193,0.062,1.03,1.522,0.016,0.013,1.55,0.85,329.3,276.6
0.1,41.3,413.2,8.71E+11,2492.3,7.5,7.35,180,194,0.178,0.063,1.165,1.509,0.023,0.015,1.97,0.99,305.6,296.3
0.11,37.9,344.6,1.04E+12,2598.2,7.37,7.26,192,182,0.294,0.075,0.902,0.994,0.015,0.015,1.66,1.51,275.3,173.9
0.12,43.6,363.6,9.90E+11,2711.9,7.62,7.38,178,166,0.343,0.082,1.104,1.326,0.012,0.01,1.09,0.75,177.9,181.8
0.12,44.3,369.3,9.75E+11,2824.5,7.74,7.36,172,186,0.414,0.084,1.199,1.362,0.011,0.011,0.92,0.81,259.5,196.3
0.11,40.5,368.2,9.78E+11,2935.5,7.25,7.35,210,190,0.171,0.069,1.24,1.234,0.011,0.019,0.89,0.73,342.4,272.6
0.13,38.6,296.9,1.21E+12,3045.8,7.26,7.26,164,184,0.267,0.064,1.28,1.106,0.014,0.012,1.09,1.08,331.9,172.6
0.15,45.5,303.6,1.19E+12,3157.2,7.73,7.23,162,176,0.244,0.089,1.09,1.144,0.008,0.006,0.73,0.52,248.9,306.9
0.14,38.7,276.6,1.30E+12,3264.0,7.5,7.27,212,202,0.219,0.101,1.286,0.973,0.012,0.012,0.93,1.23,196.3,503
0.13,40.0,307.3,1.17E+12,3375.7,6.84,7.05,170,182,0.31,0.059,1.077,1.667,0.011,0.01,1.02,0.6,195,75.2
0.13,41.3,317.8,1.13E+12,3486.6,7.65,7.12,184,178,0.82,0.058,1.56,1.8,0.016,0.013,1.03,0.72,193.7,366.1
0.16,44.5,277.8,1.30E+12,3600.5,7.27,7.02,146,158,0.19,0.061,1.229,0.846,0.012,0.011,0.98,1.3,100.2,97.5
0.16,43.1,269.3,1.34E+12,3709.6,7.22,7.23,164,170,0.207,0.101,1.207,1.049,0.015,0.011,1.24,1.05,117.3,147.6
0.16,42.1,263.4,1.37E+12,3817.3,7.14,7.2,170,146,0.637,0.086,1.23,1.213,0.01,0.006,0.81,0.49,281.9,52.8
0.17,43.0,252.7,1.42E+12,3929.6,6.96,7.08,168,178,0.2,0.059,0.42,0.384,0.009,0.013,2.14,3.38,949.4,322.7
0.16,41.6,259.9,1.38E+12,4040.3,7.16,6.95,198,188,0.168,0.127,0.623,0.427,0.012,0.011,1.93,2.57,248.9,26.4
0.16,41.2,257.4,1.40E+12,4151.7,7.43,7.08,178,200,0.235,0.071,0.363,0.432,0.012,0.012,3.31,2.78,238.4,98.9
0.17,43.5,255.9,1.41E+12,4265.1,7.18,6.78,132,154,0.229,0.071,0.995,1.052,0.011,0.013,1.11,1.24,597.8,69.9
0.16,40.9,255.7,1.41E+12,4374.5,6.9,6.65,142,132,0.19,0.061,1.067,0.941,0.016,0.012,1.5,1.27,248.9,243.7
0.17,41.5,243.9,1.48E+12,4484.3,7.17,6.92,136,140,0.195,0.121,0.952,1.197,0.013,0.016,1.37,1.34,234.5,34.3
0.18,41.7,231.8,1.55E+12,4596.6,7.14,6.97,160,160,0.247,0.08,0.848,0.951,0.014,0.017,1.65,1.79,266.1,202.9
0.2,41.0,205.2,1.75E+12,4706.4,7.24,7.16,146,150,0.143,0.059,1.427,0.904,0.015,0.015,1.05,1.66,156.8,23.8
0.17,40.6,239.0,1.51E+12,4817.6,7.33,6.8,150,142,1.1,0.095,1.177,1.348,0.013,0.015,1.1,1.11,292.4,233.2
0.17,41.9,246.3,1.46E+12,4928.2,7.47,6.89,150,140,1.6,0.075,1.581,0.987,0.015,0.013,0.95,1.32,285.8,64.5
0.18,42.7,237.1,1.52E+12,5038.4,6.92,6.72,126,148,0.205,0.077,1.201,0.931,0.017,0.015,1.42,1.61,223.9,123.9
0.19,41.9,220.3,1.63E+12,5149.0,7.13,6.85,180,164,0.205,0.121,1.489,1.296,0.016,0.013,1.07,1,119.9,47.5
0.19,40.4,212.4,1.69E+12,5259.2,7.08,6.67,160,162,0.204,0.079,1.372,1.279,0.014,0.014,1.02,1.09,171.3,85.7
0.21,41.2,196.1,1.84E+12,5369.5,7.24,6.84,136,144,0.221,0.105,1.217,0.954,0.014,0.011,1.15,1.15,245,58
0.22,41.6,189.0,1.90E+12,5480.1,7.12,6.82,158,154,0.229,0.103,1.689,1.273,0.012,0.012,0.71,0.94,433.3,27.8
0.23,41.3,179.6,2.00E+12,5589.1,7.42,7.15,144,142,0.237,0.1,1.464,1.429,0.015,0.011,1.02,0.77,312.1,63.2
0.24,38.3,159.7,2.25E+12,5694.9,7.22,6.86,138,126,0.386,0.08,1.886,1.205,0.017,0.009,0.9,0.75,234.5,56.7
0.26,43.4,166.8,2.16E+12,5806.8,7.43,6.76,158,136,0.404,0.07,1.404,1.266,0.013,0.013,0.93,1.03,383.2,4.1
0.26,41.3,158.9,2.27E+12,5914.9,7.23,6.86,158,154,0.277,0.102,1.31,1.241,0.012,0.014,0.92,1.13,277.9,93.6
0.26,39.5,152.1,2.37E+12,6022.9,7.1,6.89,166,166,0.275,0.124,1.376,1.192,0.012,0.016,0.87,1.34,363.5,56.6
0.28,42.3,151.0,2.38E+12,6133.5,7.28,6.8,184,174,0.287,0.133,1.959,0.984,0.014,0.014,0.71,1.42,404.3,69.8
0.25,41.3,165.3,2.18E+12,6243.4,7.25,7.05,182,180,0.165,0.093,1.281,1.197,0.015,0.012,1.17,1,272.6,60.6
0.27,42.5,157.6,2.28E+12,6355.3,7.47,6.95,206,188,0.747,0.069,1.415,1.37,0.015,0.014,1.06,1.02,277.9,40.8
0.27,41.0,152.0,2.37E+12,6464.5,7.58,7.12,200,192,0.288,0.067,1.813,1.108,0.015,0.012,0.83,1.08,403,13.3
0.3,42.7,142.3,2.53E+12,6574.0,7.51,6.81,190,180,0.546,0.089,1.38,1.254,0.018,0.014,1.3,1.12,318.7,15.9
0.31,42.1,135.9,2.65E+12,6684.3,7.3,6.72,180,178,0.574,0.067,1.176,0.917,0.012,0.013,1.02,1.42,349,6.7
0.31,41.6,134.2,2.68E+12,6792.9,7.86,7.25,184,172,0.351,0.07,1.255,1.052,0.017,0.013,1.35,1.24,306.9,42.2
0.33,43.5,131.8,2.73E+12,6904.9,7.46,7.08,180,170,0.225,0.161,1.555,1.366,0.014,0.013,0.9,0.95,247.6,69.8
0.35,44.2,126.2,2.85E+12,7015.0,7.61,6.99,170,168,0.725,0.093,1.103,1.225,0.01,0.016,0.91,1.31,354.3,162.1
0.29,42.5,146.7,2.45E+12,7128.8,7.47,7.09,170,168,0.324,0.122,1.141,1.04,0.013,0.014,1.14,1.35,317.4,62
0.31,45.1,145.6,2.47E+12,7245.4,7.41,6.99,178,172,0.188,0.092,1.346,0.936,0.012,0.016,0.89,1.71,241,34.3
0.3,42.0,140.0,2.57E+12,7360.6,7.54,7.07,178,170,0.9,0.077,1.518,0.991,0.012,0.012,0.79,1.21,235.8,34.3
0.32,44.9,140.2,2.57E+12,7476.3,7.76,7.19,170,154,0.32,0.07,1.414,1.093,0.017,0.011,1.2,1.01,360.9,71.1
0.35,45.0,128.6,2.80E+12,7593.1,7.67,7.27,166,172,0.715,0.062,1.322,0.89,0.008,0.009,0.61,1.01,430.6,46.2
0.35,42.3,120.8,2.98E+12,7705.5,7.58,7.13,168,156,0.372,0.073,1.581,1.605,0.01,0.009,0.63,0.56,326.6,44.8
0.39,42.1,108.0,3.33E+12,7818.4,7.76,7.19,170,162,0.227,0.108,0.722,0.776,0.007,0.007,0.97,0.9,291.1,71.1
0.38,41.3,108.7,3.31E+12,7929.4,7.77,7.27,160,164,0.764,0.092,0.948,0.973,0.006,0.009,0.63,0.93,175.2,125.2
